               name | period_in_days | planet_radius_in_earth_radii | planet_equilibrium_temperature |            rp_over_rs |          transit_depth | semimajor_axis_in_au
           55 Cnc e |       0.736539 |                         1.91 |             1954.9818016218196 |  0.018628369100156278 |  0.0003470161353316572 |              0.01544
           AU Mic b |        8.46321 |                        4.203 |              601.4419075824626 |  0.051376846916774466 |   0.002639580399109678 |                0.066
        BD+20 594 b |        41.6855 |                        2.578 |              546.8961579622779 |  0.021884089299879148 | 0.00047891336448508504 |  0.27914501877409975
          CoRoT-1 b |      1.5089557 |                         16.7 |             1900.0504439123827 |    0.1379312948135716 |   0.019025042088948407 | 0.025310064024422887
         CoRoT-10 b |        13.2406 |                        10.87 |              669.6635491440438 |    0.1261455032086797 |   0.015912687979771023 |               0.1055
         CoRoT-11 b |        2.99433 |                        16.03 |             1740.7491994778861 |     0.107270986844107 |   0.011507064618508579 |               0.0436
         CoRoT-12 b |       2.828042 |                        16.14 |             1445.1446616743522 |   0.13211582116675905 |   0.017454590202567056 |              0.04016
         CoRoT-13 b |        4.03519 |                         9.92 |             1275.7358371548682 |   0.09004500346541768 |   0.008108102649087082 |                0.051
         CoRoT-14 b |        1.51214 |                        12.22 |             1948.1454357862074 |   0.09258809665513182 |   0.008572555642220031 |                0.027
         CoRoT-16 b |        5.35227 |                        13.11 |             1195.5314046214166 |   0.10100085519330629 |   0.010201172749779226 |               0.0618
         CoRoT-17 b |         3.7681 |                        11.43 |             1625.5236394836843 |   0.06590500947871153 |   0.004343470274389057 |               0.0461
         CoRoT-18 b |      1.9000693 |                        14.68 |             1527.2888793268348 |   0.13458460255857407 |   0.018113015245849344 |               0.0295
         CoRoT-19 b |        3.89713 |                        14.46 |             1657.4013287748994 |   0.08034404066538609 |   0.006455164870441213 |               0.0518
          CoRoT-2 b |      1.7429935 |                       16.432 |              1546.865899870888 |   0.16554587157847178 |    0.02740543559667587 |              0.02798
         CoRoT-20 b |        9.24285 |                          nan |              930.8037612895477 |                   nan |                    nan |                 0.09
         CoRoT-21 b |        2.72474 |                       14.572 |             2044.4395107305054 |   0.06850998492571583 |   0.004693618034521811 |               0.0417
         CoRoT-22 b |        9.75598 |                         4.88 |             1008.1035291065214 |   0.03924499620475653 |  0.0015401697271113543 |                0.092
         CoRoT-23 b |         3.6313 |                        11.77 |             1647.6980540416366 |   0.06702238953214822 |   0.004492000698599011 |                0.048
         CoRoT-24 b |         5.1134 |                          3.7 |               935.392124101494 |   0.03944324103880649 |  0.0015557692636453885 |                0.056
         CoRoT-24 c |         11.759 |                          5.0 |              707.0899824860056 |  0.053301677079468215 |  0.0028410687794839075 |                0.098
         CoRoT-25 b |        4.86069 |                        12.11 |             1321.5384333690408 |   0.09329674724568567 |   0.008704283046625357 |               0.0578
         CoRoT-26 b |        4.20474 |                        14.12 |              1572.456894809942 |   0.07231876258227915 |   0.005230003421432059 |               0.0526
         CoRoT-27 b |        3.57532 |                       11.287 |             1355.1697875826046 |   0.09581292316824513 |   0.009180116246044045 |               0.0476
         CoRoT-28 b |        5.20851 |                       10.705 |              1349.248276407255 |  0.055136093224349245 |   0.003039988776044131 |               0.0603
         CoRoT-29 b |        2.85057 |                       10.088 |             1224.7477333063653 |   0.10276184306773352 |    0.01055999639067749 |               0.0386
          CoRoT-3 b |         4.2568 |                        11.32 |              1698.923378770205 |   0.06652595983385115 |  0.0044257033318151765 | 0.057090441517892616
         CoRoT-30 b |        9.06005 |                        11.31 |               894.604788551504 |   0.11394375654530893 |   0.012983179655656632 |               0.0844
         CoRoT-31 b |        4.62941 |                       16.365 |             1664.8632829663386 |   0.06978255563243979 |  0.0048696050705945544 |               0.0586
          CoRoT-4 b |        9.20205 |                        13.34 |             1076.2065303720233 |   0.10452960002162244 |    0.01092643728068037 |                 0.09
          CoRoT-5 b |      4.0378962 |                       15.558 |             1442.6655404562605 |   0.11986051144908155 |    0.01436654220483541 |              0.04947
          CoRoT-6 b |       8.886593 |                       13.068 |             1014.3027874101742 |   0.11745682976942391 |   0.013796106859483428 |               0.0855
          CoRoT-7 b |     0.85359163 |                        1.681 |             1804.9919066587659 |   0.01856773553896483 | 0.00034476080304493757 | 0.016483107768586785
          CoRoT-8 b |        6.21229 |                         6.39 |               856.391006737068 |    0.0760815678500025 |   0.005788404966514535 |                0.063
          CoRoT-9 b |      95.272656 |                       11.949 |              419.1065078518907 |   0.11411156164654304 |   0.013021448501412793 |               0.4021
CoRoTID 223977153 b |        6.71837 |                        6.389 |              960.2669908033598 |   0.07414384728613198 |    0.00549731009038926 |                0.071
         DS Tuc A b |       8.138268 |                          5.7 |              909.8657925467885 |   0.05443433771740692 |  0.0029630971227327095 |  0.07944431625437091
  EPIC 201170410.02 |         6.7987 |                        1.047 |             498.25817121770314 |   0.03428135433992484 |  0.0011752112553794836 |               0.0349
   EPIC 201238110 b |        28.1656 |                         1.87 |                            nan |                   nan |                    nan |   0.1345886196896957
   EPIC 201497682 b |        2.13174 |                        0.692 |              1033.255778692766 |    0.0115348705685575 | 0.00013305323903337404 | 0.029839307446889608
   EPIC 201615463 c |        3.80464 |                         1.22 |             1641.0688515868676 | 0.0069905149489722564 |  4.886729925180459e-05 | 0.048783320106295235
   EPIC 201754305 d |        2.71578 |                         1.03 |              924.0252504723352 |  0.017486898354441834 | 0.00030579161405858054 |  0.03333412349689705
  EPIC 201757695.02 |         2.0478 |                        0.908 |             1029.1954199492768 |  0.012612791999337923 | 0.00015908252201856271 |               0.0296
   EPIC 201833600 c |        3.96151 |                          1.0 |              812.2337012144392 |  0.014552203901061165 | 0.00021176663837805978 |  0.04155450991917757
   EPIC 201841433 b |         4.1698 |                         1.04 |             1033.7579170260797 |  0.015134292057103612 |  0.0002290467960697095 |                0.035
   EPIC 205950854 c |       8.050722 |                         1.31 |              880.7559798940223 |  0.014469799854874434 | 0.00020937510784012418 |  0.07533298210318126
   EPIC 206024342 b |        4.50756 |                          1.7 |             1103.4437873192048 |   0.01900659802199574 | 0.00036125076836973245 | 0.052126237178397095
   EPIC 206032309 b |        2.87814 |                         1.01 |                            nan |                   nan |                    nan | 0.023904695675620084
   EPIC 206042996 b |        5.29711 |                         1.62 |              716.4442740159092 |  0.022167133285706006 |  0.0004913817981062552 |  0.04901809006495212
   EPIC 206215704 b |        2.25372 |                          0.9 |                            nan |                   nan |                    nan | 0.024991690858294165
   EPIC 206317286 b |        1.58252 |                         0.96 |              1285.443738000078 |  0.013136078984122078 | 0.00017255657107709371 | 0.023709367581680817
   EPIC 211822797 b |      21.169861 |                         1.98 |             417.24948751984624 |  0.031846349379269646 |  0.0010141899687865082 |                0.131
   EPIC 211945201 b |       19.49221 |                         5.76 |              892.9516242567599 |   0.03799067447206529 |  0.0014432913468424334 |               0.1493
   EPIC 212297394 b |        2.28943 |                        1.323 |             1165.2612501462136 |  0.016172155239327295 | 0.00026153860508490125 |  0.03194812137882934
   EPIC 212424622 b |        18.0983 |                         2.17 |              824.0416027355191 |   0.01630681799437764 |  0.0002659123131017584 |     0.13967989403028
   EPIC 212499991 b |         34.885 |                          1.6 |              465.5064247222451 |  0.019300817805617966 | 0.00037252156796565954 |   0.2024762075277268
   EPIC 212587672 b |        15.2841 |                         1.12 |              813.3199479724049 |   0.01047758680876404 | 0.00010977982533518623 |  0.11848648905041144
   EPIC 212737443 b |         13.603 |                        2.586 |              590.5743052560139 |  0.035385312763478845 |  0.0012521203593692189 |                0.098
   EPIC 212737443 c |          65.55 |                         2.69 |             349.38847077432047 |  0.036808387986758735 |  0.0013548574261837648 |                 0.28
   EPIC 220554210 c |        0.70531 |                         1.48 |             2095.0308417526867 |  0.014434547784414288 | 0.00020835616974053942 | 0.015190207071484342
   EPIC 220674823 b |       0.571331 |                         1.82 |                 2316.318950937 |  0.017026078564241563 |  0.0002898873512757261 |               0.0134
   EPIC 220674823 c |      13.339079 |                         2.73 |              811.7800690601738 |  0.025539117846362345 |  0.0006522465403703836 |               0.1091
   EPIC 246193072 b |     12.4551225 |                        8.676 |              723.5886848017897 |   0.09700073202284416 |   0.009409142012967626 |               0.1016
   EPIC 246851721 b |       6.180235 |                       11.781 |             1402.5698840849507 |   0.06792886410049874 |   0.004614330577984027 |              0.07229
   EPIC 248847494 b |         3650.0 |                       12.442 |             182.94801587821792 |  0.042246988218634034 |  0.0017848080135454028 |                  4.5
   EPIC 249893012 b |         3.5951 |                         1.95 |              1579.364069653227 |  0.010454609644709732 | 0.00010929886282325774 |                0.047
   EPIC 249893012 c |         15.624 |                         3.67 |               949.641108856982 |   0.01967611148517165 |  0.0003871493631769037 |                 0.13
   EPIC 249893012 d |         35.747 |                         3.94 |              729.9949272303367 |     0.021123672820593 |  0.0004462095534314594 |                 0.22
           G 9-40 b |       5.746007 |                        2.025 |              458.1094275329715 |   0.05988701331218962 |  0.0035864543634543766 |               0.0385
          GJ 1132 b |       1.628931 |                         1.13 |              584.1777106923884 |   0.04933197122459734 |  0.0024336433849045003 |               0.0153
          GJ 1214 b |     1.58040456 |                        2.847 |              576.1692216932973 |   0.11864081108628326 |   0.014075642055211153 |              0.01411
          GJ 1252 b |      0.5182349 |                        1.193 |             1088.0349685172102 |   0.02804433571794503 |  0.0007864847658608073 |              0.00916
           GJ 143 b |       35.61253 |                         2.61 |              424.7089710349614 |   0.03467853460074619 |  0.0012026007620551508 |               0.1915
          GJ 3470 b |      3.3366496 |                         4.57 |              683.2866991132244 |   0.07617681863917308 |  0.0058029076979854675 |               0.0355
          GJ 3473 b |      1.1980035 |                        1.264 |              768.2070915703122 |    0.0321894750291473 |  0.0010361623026520974 |              0.01589
           GJ 357 b |        3.93072 |                        1.217 |              526.7769415618037 |   0.03281564780289002 |  0.0010768667407233207 |                0.035
           GJ 436 b |     2.64388312 |                         4.17 |              666.9912673648457 |   0.08310890188799519 |    0.00690708957302841 |               0.0291
          GJ 9827 b |      1.2089819 |                        1.577 |              1182.278325724244 |   0.02409626682957213 |  0.0005806300751219381 |               0.0188
          GJ 9827 c |      3.6480957 |                        1.241 |              818.2364497495156 |  0.018962249293277757 |  0.0003595668982604128 |              0.03925
          GJ 9827 d |      6.2014698 |                        2.022 |              685.5733173225722 |  0.030895784102342956 |  0.0009545494752985878 |              0.05591
          HAT-P-1 b |     4.46529976 |                       14.785 |             1322.6683611661606 |   0.11585233405694811 |   0.013421763306442699 |              0.05561
         HAT-P-11 b |     4.88780244 |                         4.36 |              829.2216195978893 |   0.05878234364034531 |   0.003455363923851645 |              0.05254
         HAT-P-12 b |      3.2130598 |                       10.749 |              957.3476124732211 |   0.14077947575925584 |   0.019818860795050904 |               0.0384
         HAT-P-13 b |        2.91625 |                       14.258 |               1647.93155220191 |   0.08379214976246022 |   0.007021124361814562 | 0.042684561749869725
         HAT-P-14 b |        4.62767 |                       15.917 |             1565.6113583630934 |   0.08017872559379674 |   0.006428628037845357 |  0.07520694160771839
         HAT-P-15 b |        10.8635 |                       11.882 |              896.3974918268435 |    0.1018064024803902 |   0.010364543585999201 |  0.09599476751962562
         HAT-P-16 b |        2.77596 |                       14.448 |             1627.0795967394592 |   0.10682068744870564 |   0.011410659267014059 |               0.0413
         HAT-P-17 b |       10.33852 |                       11.769 |              775.5242151169209 |   0.12401940144632297 |   0.015380811935104216 |  0.09256604216802072
         HAT-P-18 b |       5.508023 |                       11.153 |              848.3413035910165 |   0.13633261329116955 |    0.01858658144679958 |               0.0559
         HAT-P-19 b |       4.008778 |                       12.689 |             1009.3640004125187 |   0.14186748370653174 |    0.02012638293322305 |               0.0466
          HAT-P-2 b |      5.6335158 |                          nan |             1389.5056340460237 |                   nan |                    nan |              0.06814
         HAT-P-20 b |       2.875317 |                        9.718 |              968.7010220781211 |   0.12912107250959828 |    0.01667225136602894 |               0.0361
         HAT-P-21 b |        4.12448 |                       12.442 |             1274.6428314920354 |   0.09427013900025777 |   0.008886859107127922 |  0.05407390641839691
         HAT-P-22 b |        3.21222 |                        12.89 |             1278.6523615910153 |    0.1064631371345472 |   0.011334399568529404 |  0.04437762449891696
         HAT-P-23 b |        1.21288 |                       12.218 |             2047.7535213896647 |   0.11668048039145225 |   0.013614334504380073 | 0.018561893207987196
         HAT-P-24 b |        3.35524 |                       14.572 |             1635.6420875128374 |   0.09680758739503324 |      0.009371708977247 |  0.04871435591940889
         HAT-P-25 b |     3.65281514 |                       12.722 |             1182.4822959172539 |   0.12677595321571639 |    0.01607214231375351 |               0.0466
         HAT-P-26 b |        4.23452 |                        7.062 |              990.4507366977012 |   0.07441796354948872 |   0.005538033298853032 |  0.05319569841776019
         HAT-P-27 b |       3.039577 |                        11.43 |             1212.2729829971481 |   0.11643218341239038 |   0.013556453334176514 |                 0.04
         HAT-P-28 b |       3.257215 |                       13.585 |             1378.9010787499549 |   0.11322342245220639 |   0.012819543391790793 |               0.0434
         HAT-P-29 b |        5.72319 |                       13.115 |             1257.0919047261327 |   0.09248989009409449 |   0.008554379769617678 |  0.07087327344298809
          HAT-P-3 b |         2.8997 |                       10.536 |             1157.7261068085427 |   0.11102629056321342 |   0.012326837196227094 | 0.040576232108363836
         HAT-P-30 b |         2.8106 |                       16.141 |             1638.1851902434328 |   0.11296098289712045 |   0.012760183657083538 |  0.04510703797298517
         HAT-P-31 b |        5.00542 |                       12.218 |             1377.4597623822567 |   0.08058507998258573 |   0.006493955115799739 |  0.06265924586743402
         HAT-P-32 b |      2.1500082 |                       22.194 |             1837.6780786330105 |   0.14851979301423024 |   0.022058128916989793 |              0.03397
         HAT-P-33 b |        3.47447 |                       20.737 |             1776.2666836735664 |   0.10620921952328066 |   0.011280398311744422 |  0.05481303994303536
         HAT-P-34 b |       5.452654 |                       13.417 |               1476.30855882701 |   0.08039579048139785 |    0.00646348312712882 |              0.06774
         HAT-P-35 b |       3.646706 |                        14.93 |             1581.0006776023752 |    0.0950531768562439 |    0.00903510643046438 |              0.04978
         HAT-P-36 b |     1.32734683 |                       14.314 |             1780.2367486934777 |   0.12618188017602633 |   0.015921866884757066 |               0.0241
         HAT-P-37 b |       2.797436 |                       13.204 |             1277.9613469551855 |   0.13755999908529015 |   0.018922753348345027 |               0.0379
         HAT-P-38 b |       4.640382 |                        9.247 |             1077.9623092466309 |    0.0921472440957184 |   0.008491114594435908 |               0.0523
         HAT-P-39 b |        3.54387 |                       17.609 |             1749.2137673889954 |    0.0996526838586946 |    0.00993065740024093 |               0.0509
          HAT-P-4 b |       3.056536 |                        14.28 |             1707.2407650136877 |   0.08081323899722632 |   0.006530779597222822 |              0.04438
         HAT-P-40 b |        4.45724 |                       17.038 |             1764.9903713220735 |   0.08051674409368892 |   0.006482946079448589 |  0.05352920619816092
         HAT-P-41 b |        2.69405 |                       22.978 |             1937.7690601810405 |   0.10276084925868664 |   0.010559792140366519 |  0.05183440745801416
         HAT-P-42 b |       4.641878 |                       14.348 |               1428.51204673937 |   0.08597442064746937 |   0.007391601005668007 |               0.0575
         HAT-P-43 b |       3.332687 |                       14.359 |             1356.4123132089903 |   0.11967428214878406 |   0.014321933807826776 |               0.0443
         HAT-P-44 b |       4.301219 |                       13.922 |             1105.2412497112343 |    0.1343529927449067 |    0.01805072665951295 |               0.0507
         HAT-P-45 b |       3.128992 |                       15.984 |             1649.5092528290697 |   0.11101479477831352 |   0.012324284659671067 |               0.0452
         HAT-P-46 b |       4.463129 |                       14.392 |             1453.6532755436915 |   0.09424589334483253 |    0.00888228841236555 |               0.0577
         HAT-P-49 b |        2.69155 |                       17.822 |             2123.6899504165317 |    0.0793155864527032 |   0.006290962254336236 |  0.04939924842666919
          HAT-P-5 b |        2.78849 |                       13.563 |              1534.591508929349 |   0.11102149209942706 |   0.012325771707983145 |  0.03928181591199805
         HAT-P-50 b |      3.1220109 |                       14.437 |             1855.1041682551722 |    0.0778569445078592 |   0.006061703808099866 |               0.0453
         HAT-P-51 b |      4.2180278 |                       14.493 |             1190.1607666754817 |    0.1277598148240289 |   0.016322570283870155 |              0.05069
         HAT-P-52 b |      2.7535953 |                        11.31 |             1214.4562388263766 |    0.1165042904002597 |   0.013573249681668044 |              0.03694
         HAT-P-53 b |      1.9616241 |                       14.773 |             1777.4846507023206 |   0.11193158362408037 |   0.012528679412594498 |              0.03159
         HAT-P-54 b |       3.799847 |                       10.581 |               821.491793534607 |    0.1564603673719206 |   0.024479846558156354 |              0.04117
         HAT-P-55 b |      3.5852467 |                       13.249 |             1311.7556242021267 |   0.12026272690658457 |   0.014463123483007741 |              0.04604
         HAT-P-56 b |        2.79083 |                       16.926 |             1838.3708889850666 |   0.10556168709829769 |   0.011143269783038909 |  0.04360330599882296
         HAT-P-57 b |         2.4653 |                       19.504 |             1853.7555357414647 |   0.09665432242073897 |   0.009342058042612164 |  0.05015807057688051
          HAT-P-6 b |        3.85298 |                       16.589 |             1668.5833036027743 |   0.09388030964460697 |   0.008813512538967285 | 0.058400499568184855
         HAT-P-65 b |      2.6054552 |                       21.185 |             1930.5324920883145 |   0.10442027794392897 |   0.010903594445887378 |              0.03951
         HAT-P-66 b |       2.972086 |                       17.822 |              1899.833787306974 |   0.08690963196413223 |   0.007553284128140915 |              0.04363
         HAT-P-67 b |      4.8101025 |                       23.371 |             1934.0454328460085 |   0.08402459652712602 |   0.007060132821546317 |              0.06505
         HAT-P-69 b |      4.7869491 |                       18.786 |             1934.6617731730726 |   0.08923728112215601 |     0.0079632923420747 |              0.06555
          HAT-P-7 b |        2.20474 |                       16.926 |              2221.983173863319 |   0.07758784001724879 |   0.006019872918542193 |  0.03844862700300711
         HAT-P-70 b |     2.74432452 |                       20.961 |             2552.7196681444443 |   0.10331618815117748 |   0.010674234734089506 |              0.04739
          HAT-P-8 b |        3.07634 |                       15.693 |             1769.2758851403669 |   0.09163800864088681 |   0.008397524627667246 |  0.04482894420477872
          HAT-P-9 b |     3.92281072 |                       15.614 |             1541.5398891839016 |   0.10682642565525112 |   0.011411885218276895 |              0.05287
           HATS-1 b |       3.446459 |                       14.594 |              1369.924345164054 |    0.1286501578377063 |   0.016550863111666744 |               0.0444
          HATS-10 b |       3.312846 |                       10.862 |              1403.251253849861 |   0.09052873129745055 |   0.008195451190326003 |              0.04491
          HATS-11 b |       3.619188 |                        18.03 |             1744.1831348966862 |   0.10733573304659978 |   0.011520959588650933 |               0.0507
          HATS-12 b |       3.142702 |                         7.76 |             1578.9164351661555 |   0.06080582430043404 |   0.003697348268855255 |               0.0441
          HATS-13 b |      3.0440499 |                       13.585 |              1247.385928386598 |    0.1399390614577832 |   0.019582940921685225 |              0.04057
          HATS-14 b |      2.7667641 |                       11.646 |             1272.7891233370076 |   0.11480562255699758 |   0.013180330970699792 |              0.03815
          HATS-15 b |     1.74748753 |                       12.386 |             1491.6216227211298 |   0.12342768090943744 |   0.015234392414681908 |              0.02712
          HATS-16 b |       2.686502 |                       14.572 |             1592.3435178230636 |   0.10773747629447247 |   0.011607363798302017 |              0.03744
          HATS-17 b |      16.254611 |                        8.709 |              813.7696448676897 |   0.07325058768608739 |   0.005365648596357177 |               0.1308
          HATS-18 b |        0.83784 |                       14.897 |              2067.506038086561 |   0.13389611211165506 |     0.0179281688386169 |               0.0174
           HATS-2 b |       1.354133 |                       13.092 |             1576.6784605104888 |   0.13336221743088494 |   0.017785481038082633 |                0.023
          HATS-22 b |      4.7228124 |                       10.682 |              858.2274414283963 |   0.14192954276060188 |   0.020143995108233517 |              0.05025
          HATS-23 b |      2.1605156 |                       20.849 |             1656.5478525812582 |   0.15928442204494273 |   0.025371527106191435 |              0.03397
          HATS-24 b |      1.3484978 |                       15.637 |              2026.095554549561 |   0.12799845697550255 |   0.016383604988109576 |               0.0238
          HATS-25 b |      4.2986432 |                       14.123 |             1277.7913958178679 |   0.11664692674563305 |   0.013606505519201085 |              0.05163
          HATS-26 b |      3.3023881 |                       19.616 |               1921.53643073104 |   0.08815553920864018 |   0.007771399093166096 |              0.04735
          HATS-27 b |       4.637038 |                       16.814 |              1656.678702510187 |   0.08859130834898778 |   0.007848419914985432 |               0.0611
          HATS-28 b |      3.1810781 |                       13.384 |             1251.1355071442758 |    0.1333728468667779 |   0.017788316281348984 |              0.04131
          HATS-29 b |      4.6058749 |                       14.022 |             1208.6934922010441 |   0.12014217939572727 |   0.014434143269955116 |              0.05475
           HATS-3 b |       3.547851 |                        15.48 |             1645.3888845653257 |   0.10137065237479209 |   0.010276009162890941 |               0.0485
          HATS-30 b |      3.1743516 |                       13.171 |             1413.9945917128814 |   0.11391533856221911 |   0.012976704359745003 |              0.04354
          HATS-31 b |        3.37796 |                       18.383 |             1824.7170389030018 |   0.09012475589161532 |   0.008122471624523252 |               0.0478
          HATS-32 b |      2.8126548 |                         14.0 |             1437.0620148715095 |   0.11668221673396316 |   0.013614739701951553 |              0.04024
          HATS-33 b |      2.5495551 |                       13.787 |             1427.5567479994554 |   0.12391929231948635 |    0.01535599100896231 |              0.03727
          HATS-34 b |      2.1061607 |                       16.029 |             1443.3549835705908 |    0.1499511062122132 |    0.02248533425426644 |              0.03166
          HATS-35 b |      1.8209993 |                        16.41 |             2031.1160872837074 |   0.10520632838485361 |   0.011068371532221654 |              0.03199
          HATS-36 b |       4.175186 |                        12.92 |             1315.8178139001611 |   0.10768101715734313 |   0.011595201456040025 |               0.0523
        HATS-37 A b |      4.3315366 |                        6.793 |             1086.9320977930352 |   0.07076984806016176 |   0.005008371394458381 |              0.04913
          HATS-38 b |       4.375021 |                        6.882 |             1291.7931028055534 |  0.057357643968795315 |  0.0032898993216510814 |              0.05036
          HATS-39 b |      4.5776348 |                       17.598 |             1645.7336299871204 |   0.09959043276422892 |   0.009918254298166401 |              0.06007
           HATS-4 b |       2.516729 |                       11.433 |             1320.5518390716052 |   0.11270588036185414 |   0.012702615468140579 |               0.0362
          HATS-40 b |      3.2642736 |                        17.71 |             2094.9099556803126 |   0.07184217017049105 |  0.0051612974148057935 |              0.04997
          HATS-41 b |       4.193649 |                       14.908 |              1677.654816018595 |   0.07992683106837574 |   0.006388298324632674 |               0.0583
          HATS-42 b |       2.292102 |                       15.693 |             1850.8978547971817 |   0.09721059024742723 |   0.009449898856253195 |              0.03689
          HATS-43 b |      4.3888497 |                       13.227 |               995.225713262193 |   0.14970822299948358 |   0.022412552033663106 |              0.04944
          HATS-44 b |      2.7439004 |                        11.96 |              1182.277817706401 |   0.12899758347495963 |   0.016640376542379178 |              0.03649
          HATS-45 b |      4.1876244 |                       14.415 |             1516.3988792538391 |     0.100881764975032 |   0.010177130504477593 |              0.05511
          HATS-46 b |      4.7423729 |                       10.122 |             1054.4953277162551 |   0.10917337290414224 |   0.011918825351266898 |              0.05367
          HATS-47 b |      3.9228038 |                        12.52 |              855.4827940058854 |    0.1739120658939546 |    0.03024540666350321 |              0.04269
        HATS-48 A b |      3.1316666 |                        8.967 |              958.1111818010422 |   0.11417841083321355 |   0.013036709500398097 |              0.03769
          HATS-49 b |      4.1480467 |                        8.575 |              836.3717460694065 |   0.11230663360643954 |   0.012612779952011054 |              0.04515
           HATS-5 b |       4.763387 |                       10.223 |             1024.7001416956703 |   0.10772795827901774 |   0.011605312994965786 |               0.0542
          HATS-50 b |      3.8297015 |                       12.666 |              1360.803784641209 |   0.10367899571859789 |   0.010749334153217039 |              0.05046
          HATS-51 b |      3.3488702 |                       15.805 |              1546.941954741949 |   0.10062394241211887 |   0.010125177786557416 |              0.04639
          HATS-52 b |     1.36665436 |                       15.491 |              1878.910971258776 |    0.1352569143788031 |   0.018294432887274874 |              0.02498
          HATS-53 b |      3.8537768 |                        15.02 |             1309.2806165302845 |    0.1251833496674376 |   0.015670871033959952 |              0.04753
          HATS-54 b |      2.5441828 |                        11.96 |             1628.4722682856484 |   0.08306662572251187 |   0.006900064308923872 |              0.03763
          HATS-55 b |      4.2042001 |                       14.022 |             1369.1936443491804 |   0.11376294863135238 |    0.01294200848129972 |              0.05412
          HATS-56 b |       4.324799 |                       18.921 |             1901.6491105930684 |    0.0788480079579756 |   0.006217008358940983 |              0.06043
          HATS-57 b |       2.350621 |                       12.767 |             1412.3693778687655 |   0.12192336660318143 |   0.014865307323853777 |              0.03493
        HATS-58 A b |      4.2180896 |                       12.274 |              1718.241152968186 |   0.07868997407651998 |   0.006192112020163386 |              0.05798
          HATS-59 b |       5.416081 |                       12.621 |             1127.8240557860754 |   0.11125761560022555 |   0.012378257029047553 |              0.06112
           HATS-6 b |      3.3252725 |                       11.187 |              712.2725883685988 |   0.17993187399287353 |    0.03237547927858732 |              0.03623
          HATS-60 b |       3.560829 |                       12.924 |             1527.3940214665101 |   0.08115465097733433 |   0.006586077375252952 |              0.04708
          HATS-61 b |       7.817953 |                       13.395 |             1224.3921399825147 |   0.07397823246413855 |   0.005472778878518123 |              0.07908
          HATS-62 b |      3.2768837 |                       11.825 |             1234.3838253084741 |    0.1165701946364843 |   0.013588610277587832 |              0.04163
          HATS-63 b |      3.0566527 |                       13.529 |             1398.8308977137954 |   0.11591809620915663 |   0.013437005028755293 |              0.04026
          HATS-64 b |       4.908897 |                        18.82 |             1792.1025157456447 |   0.08177235107740372 |   0.006686717400726168 |              0.06562
          HATS-65 b |       3.105161 |                       16.825 |             1633.6523074548484 |   0.11774788038188784 |   0.013864563334427368 |              0.04497
          HATS-66 b |      3.1414391 |                       15.816 |             1996.1761011844794 |   0.07880398035135083 |   0.006210067319216088 |              0.04714
          HATS-67 b |      1.6091788 |                       18.887 |             2191.2851126801784 |   0.12024577034721222 |   0.014459045286394502 |              0.03032
          HATS-68 b |      3.5862202 |                       13.809 |             1741.2804738601183 |    0.0723424981211113 |   0.005233437034402993 |              0.05071
          HATS-69 b |      2.2252577 |                       10.593 |             1296.7732607133205 |   0.11035845730918498 |   0.012178989099663202 |              0.03211
           HATS-7 b |       3.185315 |                        6.311 |              1080.091399064537 |     0.071430301304131 |   0.005102287944398939 |              0.04012
          HATS-70 b |      1.8882378 |                       15.513 |             2751.1387236859546 |   0.07564970938500637 |    0.00572287853003592 |              0.03632
          HATS-71 b |      3.7955202 |                       11.478 |              587.8210331456755 |   0.21922713274399883 |    0.04806053573115488 |              0.03745
          HATS-72 b |      7.3279474 |                        8.097 |              738.6786015656755 |   0.10310054561353073 |    0.01062972250580773 |             0.066517
           HATS-8 b |       3.583893 |                        9.785 |             1323.4255505333358 |   0.08230072344796936 |   0.006773409080059134 |              0.04667
           HATS-9 b |       1.915291 |                        13.85 |             1909.1003949564686 |   0.08139439431968538 |   0.006625047426668433 |               0.0312
        HD 106315 b |        9.55237 |                         2.44 |             1155.0456926736022 |  0.017207421412854786 |  0.0002960953516795734 |               0.0907
        HD 106315 c |       21.05704 |                         4.35 |              887.5793724823277 |  0.030677165223737014 |  0.0009410884661644597 |               0.1536
          HD 1397 b |       11.53533 |                         11.5 |             1229.5767991590553 |   0.04505586207828553 |  0.0020300307076174884 |               0.1097
        HD 149026 b |        2.87589 |                        8.295 |              1677.471089608615 |   0.05393449273500744 |    0.00290892950658257 | 0.044484837721902655
         HD 15337 b |        4.75615 |                         1.64 |             1003.0928658931565 |  0.017482950082065574 | 0.00030565354357199663 |               0.0522
         HD 15337 c |        17.1784 |                         2.39 |              643.6010832628616 |   0.02547820164398581 |  0.0006491387590116014 |               0.1268
        HD 158259 b |          2.178 |                          nan |             1711.8947861164227 |                   nan |                    nan |  0.03373760253600287
         HD 17156 b |       21.21663 |                        12.33 |              884.1790929649209 |   0.07292907398906646 |   0.005318649832902731 |   0.1681867150003137
        HD 189733 b |     2.21857567 |                       12.666 |             1202.6266306070952 |    0.1548273002731062 |   0.023971492909858592 |  0.03077463493465836
        HD 191939 b |       8.880403 |                         3.42 |              889.2929384561811 |   0.03335550906938978 |  0.0011125899852781438 |               0.0814
        HD 191939 c |       28.58059 |                         3.23 |              604.4412487848659 |   0.03150242523220145 |  0.0009924027955104428 |               0.1762
